06-05-100-0081105,BNA0304,RWE Power AG,Frimmersdorf,Nordrhein-Westfalen,1960,Endgültig Stillgelegt 2011 (ohne StA),Braunkohle,Nein,124.0
,BNA0684b,SWM Services GmbH,Süd GT 62,Bayern,2004,in Betrieb,Erdgas,Ja,123.9
06-05-300-0877384,BNA1021,RWE Power AG,Weisweiler,Nordrhein-Westfalen,1955,Endgültig Stillgelegt 2012 (ohne StA),Braunkohle,Ja,123.0
,BNA0922,KWG-Kraftwerksgesellschaft Staßfurt mbH,GuD-Ikw Staßfurt,Sachsen-Anhalt,1996,in Betrieb,Erdgas,Ja,123.0
01-50-56050192711,BNA0403,Vattenfall Europe Wärme AG,Wedel,Schleswig-Holstein,1962,in Betrieb,Steinkohle,Ja,123.0
,BNA0893,BASF Schwarzheide GmbH,GuD Schwarzheide,Brandenburg,1994,in Betrieb,Erdgas,Ja,122.0
,BNA0172a,Wacker Chemie AG,Dampfkraftwerk BGH - O1,Bayern,2001,in Betrieb,Erdgas,Ja,120.0
06-04-11/2001178/8/0,BNA0144,swb Erzeugung GmbH & Co. KG,KW Hastedt,Bremen,1989,in Betrieb,Steinkohle,Ja,119.0
,BNA0602,RWE Generation SE,Emsland,Niedersachsen,2011,in Betrieb,Erdgas,Ja,116.0
,BNA0603,RWE Generation SE,Emsland,Niedersachsen,2011,in Betrieb,Erdgas,Ja,116.0
1,BNA0189,Uniper Kraftwerke GmbH ,Datteln,Nordrhein-Westfalen,1969,Endgültig Stillgelegt 2013 (ohne StA),Steinkohle,Nein,113.0
,BNA0857,Adam Opel AG,GuD-Anlage Rüsselsheim,Hessen,1999,in Betrieb,Erdgas,Ja,112.1
,BNA1046b,RWE Generation SE,Gersteinwerk,Nordrhein-Westfalen,1984,in Betrieb,Erdgas,Nein,112.0
06-05-100-0081105,BNA0292,RWE Power AG,Frechen/Wachtberg,Nordrhein-Westfalen,1959,in Betrieb,Braunkohle,Ja,110.0
06-05-100-9021016,BNA0557b,Currenta GmbH & Co. OHG,Kraftwerk N 230,Nordrhein-Westfalen,1971,in Betrieb,Steinkohle,Ja,110.0
,BNA0444,K+S AG,Wintershall,Hessen,1967,in Betrieb,Erdgas,Ja,109.5
,BNA0546,RheinEnergie AG,HKW Merkenich,Nordrhein-Westfalen,2004,in Betrieb,Erdgas,Ja,108.0
,BNA0848,Stadtwerke Rostock AG,GuD Marienehe,Mecklenburg-Vorpommern,1996,in Betrieb,Erdgas,Ja,108.0
06-10-0075248,BNA0253,"VSE AG, Kraftwerk Ensdorf",Kraftwerk Ensdorf,Saarland,1963,in Betrieb,Steinkohle,Ja,106.0
,BNA0105,envia THERM GmbH,GuD Bitterfeld,Sachsen-Anhalt,2000,in Betrieb,Erdgas,Ja,106.0
06-05-300-9046797,BNA0600b,Currenta GmbH & Co. OHG,G-Kraftwerk,Nordrhein-Westfalen,1962,in Betrieb,Steinkohle,Ja,103.0
,BNA0419,Stadtwerke Hannover AG,KWH,Niedersachsen,1975,Vorläufig Stillgelegt (mit StA),Erdgas,Ja,102.0
,BNA0685,Stadtwerke Münster GmbH,Heizkraftwerk Hafen,Nordrhein-Westfalen,2005,in Betrieb,Erdgas,Ja,100.2
,BNA0220,Stadtwerke Düsseldorf AG,GuD,Nordrhein-Westfalen,2000,in Betrieb,Erdgas,Ja,100.0
,BNA0286,Mainova AG,HKW West,Hessen,1994,in Betrieb,Erdgas,Ja,99.0
,BNA0683b,SWM Services GmbH,Süd GT3,Bayern,1980,in Betrieb,Erdgas,Ja,97.9
,BNA0683c,SWM Services GmbH,Süd GT2,Bayern,1980,in Betrieb,Erdgas,Ja,97.9
,BNA0805,Daimler AG / UPM GmbH,Kraftwerk Plattling,Bayern,2010,in Betrieb,Erdgas,Ja,97.9
,BNA0392a,EVH GmbH,HKW Halle Trotha,Sachsen-Anhalt,2005,in Betrieb,Erdgas,Ja,97.0
,BNA0497,Infraserv GmbH & Co. Höchst KG,ADS-Anlage,Hessen,2012,in Betrieb,Erdgas,Ja,96.5
,BNA1005,EnBW Energie Baden-Württemberg AG,Kraftwerk Walheim,Baden-Württemberg,1964,Gesetzlich an Stilllegung gehindert,Steinkohle,Nein,96.0
,BNA0117b,Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH,Heizkraftwerk Karlstraße,Nordrhein-Westfalen,2013,in Betrieb,Erdgas,Ja,95.0
,BNA1260,Daimler AG,Heizkraftwerk Sindelfingen,Baden-Württemberg,1980 / 2013,in Betrieb,Erdgas,Ja,95.0
1,BNA0188,Uniper Kraftwerke GmbH ,Datteln,Nordrhein-Westfalen,1964,Endgültig Stillgelegt 2013 (ohne StA),Steinkohle,Ja,95.0
1,BNA0187,Uniper Kraftwerke GmbH ,Datteln,Nordrhein-Westfalen,1964,Endgültig Stillgelegt 2013 (ohne StA),Steinkohle,Ja,95.0
06-05-100-0031758,BNA0211,Stadtwerke Duisburg AG,HKW I,Nordrhein-Westfalen,1985,in Betrieb,Steinkohle,Ja,95.0
,BNA1487,Entega AG,GTKW Darmstadt,Hessen,2013,Gesetzlich an Stilllegung gehindert,Erdgas,Nein,94.6
,BNA0812,Gemeinschaftskraftwerk Veltheim GmbH,Kraftwerk Veltheim,Nordrhein-Westfalen,1965,Endgültig Stillgelegt 2012 (ohne StA),Steinkohle,Nein,93.0
14-60-48821410003,BNA0179,eins energie in sachsen GmbH & Co. KG,HKW Chemnitz  Nord II,Sachsen,1990,in Betrieb,Braunkohle,Ja,90.8
06-11-01-1105604,BNA0085a,Vattenfall Europe Wärme Aktiengesellschaft,Moabit,Berlin,1990,in Betrieb,Steinkohle,Ja,89.0
,BNA0499,Infraserv GmbH & Co. Höchst KG,Heizkraftwerk,Hessen,2003,in Betrieb,Erdgas,Ja,86.0
06-05-100-0030723,BNA1084,WSW Energie & Wasser AG,HKW Elberfeld ,Nordrhein-Westfalen,1989,in Betrieb,Steinkohle,Ja,85.0
,BNA1336,Henkel AG & Co.KGaA,Holthausen,Nordrhein-Westfalen,1948,in Betrieb,Erdgas,Ja,84.0
,BNA1248a,UPM GmbH,UPM Schongau,Bayern,1969,Gesetzlich an Stilllegung gehindert,Erdgas,Ja,82.0
,BNA1082,WSW Energie & Wasser AG,HKW Barmen,Nordrhein-Westfalen,2005,in Betrieb,Erdgas,Ja,82.0
,BNA0814,Energie und Wasser Potsdam GmbH,HKW Potsdam-Süd,Brandenburg,1996,in Betrieb,Erdgas,Ja,81.8
,BNA0018,EnBW Energie Baden-Württemberg AG,Heizkraftwerk Altbach/Deizisau,Baden-Württemberg,1975,in Betrieb,Erdgas,Nein,81.0
,BNA0681,SWM Services GmbH,Freimann GT 1,Bayern,1975,Endgültig Stillgelegt 2015 (mit StA),Erdgas,Ja,80.0
,BNA0682,SWM Services GmbH,Freimann GT 2,Bayern,1975,Endgültig Stillgelegt 2015 (mit StA),Erdgas,Nein,80.0
,BNA0683a,SWM Services GmbH,Süd DT1,Bayern,1980,in Betrieb,Erdgas,Ja,79.7
,BNA0834,Solvay Chemicals GmbH,Solvay Kraftwerk Rheinberg,Nordrhein-Westfalen,1975,in Betrieb,Steinkohle,ja,79.0
,BNA0059b,Volkswagen AG,"GuD Baunatal, VW Werksgelände",Hessen,2013,in Betrieb,Erdgas,Ja,78.0
,BNA0659,Evonik Degussa GmbH,Kraftwerk III,Nordrhein-Westfalen,1974,in Betrieb,Erdgas,Ja,77.6
,BNA0256a,SWE Energie GmbH,HKW Erfurt-Ost,Thüringen,2000,in Betrieb,Erdgas,Ja,76.5
06-05-300-0923949,BNA0543,RheinEnergie AG,HKW Merkenich,Nordrhein-Westfalen,2010,in Betrieb,Braunkohle,Ja,75.3
,BNA0742,N-ERGIE AG,HKW Sandreuth,Bayern,2005,in Betrieb,Erdgas,Ja,75.0
,BNA0743,N-ERGIE AG,HKW Sandreuth,Bayern,2005,in Betrieb,Erdgas,Ja,75.0
,BNA0688,"Neubrandenburger Stadtwerke GmbH /
VASA Kraftwerkepool GmbH und Co. KG",GuD-HKW Neubrandenburg,Mecklenburg-Vorpommern,1997,in Betrieb,Erdgas,Ja,75.0
,BNA1819,Stadtwerke Flensburg GmbH,Heizkraftwerk FL,Schleswig-Holstein,2016,in Betrieb,Erdgas,Ja,75.0
,BNA0861a,Energie SaarLorLux AG,HKW Römerbrücke,Saarland,2005 / 2012,in Betrieb,Erdgas,Ja,75.0
,BNA0136,Braunschweiger Versorgungs-AG & Co. KG,HKW-Mitte,Niedersachsen,2010,in Betrieb,Erdgas,Ja,74.0
12-40520430000,BNA0183,HKW Heizkraftwerksgesellschaft Cottbus mbH,HKW Cottbus,Brandenburg,1999,in Betrieb,Braunkohle,Ja,74.0
,BNA0343,Energieversorgung Gera GmbH,Heizkraftwerk Gera-Nord,Thüringen,1996,in Betrieb,Erdgas,Ja,74.0
,BNA0336,Uniper Kraftwerke GmbH ,FWK Buer,Nordrhein-Westfalen,1985,in Betrieb,Steinkohle,Ja,70.0
,BNA0285,Mainova AG,HKW Niederrad,Hessen,2005,in Betrieb,Erdgas,Ja,70.0
,BNA0196,Mitteldeutsche Braunkohlengesellschaft mbH,Deuben,Sachsen-Anhalt,1936,in Betrieb,Braunkohle,Ja,67.0
,BNA0221b,Stadtwerke Düsseldorf AG,GT,Nordrhein-Westfalen,1974,in Betrieb,Erdgas,Nein,66.7
,BNA0498,Infraserv GmbH & Co. Höchst KG,Heizkraftwerk,Hessen,1989,in Betrieb,Steinkohle,Ja,66.0
,BNA1509,BP Europa SE,BP Werk Lingen,Niedersachsen,1996,in Betrieb,Erdgas,Ja,66.0
06-05-800-0203946,BNA0489,RWE Power AG,Goldenberg,Nordrhein-Westfalen,1992,Endgültig Stillgelegt 2015 (mit StA),Braunkohle,Ja,66.0
,BNA0088a,Solvay Chemicals GmbH,Industriekraftwerk Bernburg (IKB),Sachsen-Anhalt,1994,in Betrieb,Erdgas,Ja,66.0
,BNA0015,EnBW Energie Baden-Württemberg AG,Heizkraftwerk Altbach/Deizisau,Baden-Württemberg,1997,in Betrieb,Erdgas,Ja,65.0
,BNA0810,Uniper Kraftwerke GmbH ,Kraftwerk Veltheim,Nordrhein-Westfalen,1974,Endgültig Stillgelegt 2015 (mit StA),Erdgas,Nein,65.0
,BNA1248b,UPM GmbH,HKW3 UPM Schongau,Bayern,2015,in Betrieb,Erdgas,ja,65.0
,BNA0221a,Stadtwerke Düsseldorf AG,GT,Nordrhein-Westfalen,1974,in Betrieb,Erdgas,Nein,64.7
,BNA0755b,Kraftwerk Obernburg GmbH,Obernburg,Bayern,1995,in Betrieb,Erdgas,Ja,64.0
06-00464010412,BNA0290,Mainova AG,HKW West,Hessen,1989,in Betrieb,Steinkohle,Ja,61.5
,BNA1075b,Volkswagen AG,HKW Nord,Niedersachsen,2000,in Betrieb,Steinkohle,Ja,61.5
06-00464010412,BNA0289b,Mainova AG,HKW West,Hessen,1989,in Betrieb,Steinkohle,Ja,61.5
,BNA1075a,Volkswagen AG,HKW Nord,Niedersachsen,2000,in Betrieb,Steinkohle,Ja,61.5
,BNA0658,Evonik Degussa GmbH,Kraftwerk III,Nordrhein-Westfalen,1973,in Betrieb,Erdgas,Ja,61.1
,BNA1676,Evonik Degussa GmbH,Kraftwerk IV,Nordrhein-Westfalen,2016,In Betrieb,Erdgas,ja,60.6
,BNA0661,Evonik Degussa GmbH,Kraftwerk II,Nordrhein-Westfalen,1966,in Betrieb,Steinkohle,Ja,60.4
,BNA0662a,Evonik Degussa GmbH,Kraftwerk I ,Nordrhein-Westfalen,1983,in Betrieb,Steinkohle,Ja,60.2
,BNA0293,Solvay Acetow GmbH,GuD Anlage WVK,Baden-Württemberg,1998,in Betrieb,Erdgas,Ja,60.1
,BNA0680,Mitteldeutsche Braunkohlengesellschaft mbH,Mumsdorf,Sachsen-Anhalt,1968,Endgültig Stillgelegt 2013 (mit StA),Braunkohle,Ja,60.0
,BNA1078,Palm Power GmbH & Co. KG,HKW Wörth,Rheinland-Pfalz,2008,in Betrieb,Erdgas,Ja,59.0
,BNA1335a,Papier- u. Kartonfabrik Varel GmbH & Co. KG,PKV Kraftwerk,Niedersachsen,1989,in Betrieb,Erdgas,Ja,58.1
,BNA0178,eins energie in sachsen GmbH & Co. KG,HKW Chemnitz  Nord II,Sachsen,1986,in Betrieb,Erdgas,Ja,57.2
,BNA0243,Palm Power GmbH & Co. KG,HKW Eltmann,Bayern,2008,in Betrieb,Erdgas,Ja,57.0
,BNA0017,EnBW Energie Baden-Württemberg AG,Heizkraftwerk Altbach/Deizisau,Baden-Württemberg,1973,in Betrieb,Erdgas,Nein,57.0
14-60-48821410003,BNA0177,eins energie in sachsen GmbH & Co. KG,HKW Chemnitz  Nord II,Sachsen,1988,in Betrieb,Braunkohle,Ja,56.8
,BNA0288,Mainova AG,HKW Niederrad,Hessen,1973,in Betrieb,Erdgas,Ja,56.0
,BNA0574a,Statkraft Markets GmbH,Landesbergen Gas,Niedersachsen,1973,in Betrieb,Erdgas,Nein,56.0
,BNA0660,Evonik Degussa GmbH,Kraftwerk I  ,Nordrhein-Westfalen,1971,in Betrieb,Steinkohle,Ja,55.3
,BNA1040,RWE Generation SE,Gersteinwerk,Nordrhein-Westfalen,1973,in Betrieb,Erdgas,Nein,55.0
,BNA1041,RWE Generation SE,Gersteinwerk,Nordrhein-Westfalen,1973,in Betrieb,Erdgas,Nein,55.0
,BNA1042,RWE Generation SE,Gersteinwerk,Nordrhein-Westfalen,1973,in Betrieb,Erdgas,Nein,55.0
,BNA1039,RWE Generation SE,Gersteinwerk,Nordrhein-Westfalen,1973,in Betrieb,Erdgas,Nein,55.0
,BNA0491,RWE Power AG,Ville/Berrenrath,Nordrhein-Westfalen,1991,in Betrieb,Braunkohle,Ja,55.0
,BNA0099,Uniper Kraftwerke GmbH ,Gasturbinenkraftwerk Bielefeld Ummeln,Nordrhein-Westfalen,1975,Endgültig Stillgelegt 2015 (mit StA),Erdgas,Nein,55.0
,BNA0933,EnBW Energie Baden-Württemberg AG,Heizkraftwerk Stuttgart-Gaisburg,Baden-Württemberg,1973,Endgültig Stillgelegt 2014 (ohne StA),Erdgas,Nein,55.0
06-00059010413,BNA0758,Energieversorgung Offenbach AG,Heizkraftwerk Offenbach,Hessen,1990,in Betrieb,Steinkohle,ja,54.0
,BNA0392b,Heizkraftwerk Halle-Trotha GmbH,HKW Halle Trotha,Sachsen-Anhalt,2013,in Betrieb,Erdgas,Ja,54.0
,BNA1089,K+S AG,Zielitz,Sachsen-Anhalt,1996,in Betrieb,Erdgas,Ja,52.0
,BNA0592,InfraLeuna GmbH,GuD Leuna,Sachsen-Anhalt,1998,in Betrieb,Erdgas,Ja,52.0
,BNA0245a,Statkraft Markets GmbH,Emden Gas,Niedersachsen,1973,in Betrieb,Erdgas,Nein,52.0
,BNA1279,Basell Polyolefine GmbH,Gasturbine,Nordrhein-Westfalen,1996,in Betrieb,Erdgas,Ja,51.9
,BNA0913,Alpiq Spreetal GmbH,GuD Anlage Spreetal,Sachsen,2009,Endgültig Stillgelegt 2012 (ohne StA),Erdgas,Nein,50.0
,BNA0172b,Wacker Chemie AG,,Bayern,1977,in Betrieb,Erdgas,Ja,50.0
,BNA0016,EnBW Energie Baden-Württemberg AG,Heizkraftwerk Altbach/Deizisau,Baden-Württemberg,1971,in Betrieb,Erdgas,Nein,50.0
,BNA0861b,Energie SaarLorLux AG,HKW Römerbrücke,Saarland,1988,in Betrieb,Steinkohle,Ja,50.0
,BNA0521,Städtische Werke Energie + Wärme GmbH,Kombi-HKW,Hessen,1987,in Betrieb,Erdgas,Ja,50.0
12110,BNA0194,Kraftwerk Dessau GmbH,Kraftwerk Dessau,Sachsen-Anhalt,1996,in Betrieb,Braunkohle,ja,49.0
,BNA0174,InfraServ GmbH & Co. Gendorf KG,Industriepark Werk Gendorf,Bayern,2002,in Betrieb,Erdgas,Ja,47.5
,BNA1337e,DS Smith Paper Deutschland GmbH,GuD-Anlage,Bayern,2013,in Betrieb,Erdgas,Ja,47.0
,BNA0233,Stora Enso Sachsen GmbH,Kombikraftwerk,Sachsen,1993,in Betrieb,Erdgas,Ja,46.6
,BNA0935,EnBW Energie Baden-Württemberg AG,Restmüll-Heizkraftwerk Stuttgart-Münster,Baden-Württemberg,1982,in Betrieb,Steinkohle,Ja,45.0
12-30532000000,BNA0284,Stadtwerke Frankfurt (Oder) GmbH,Heizkraftwerk FFO,Brandenburg,1997,in Betrieb,Braunkohle,Ja,45.0
06-05-800-0203946,BNA0490b,RWE Power AG,Goldenberg,Nordrhein-Westfalen,1993,Endgültig Stillgelegt 2015 (mit StA),Braunkohle,Ja,45.0
,BNA0936,EnBW Energie Baden-Württemberg AG,Restmüll-Heizkraftwerk Stuttgart-Münster,Baden-Württemberg,1984,in Betrieb,Steinkohle,Ja,45.0
,BNA1486,ROMONTA GmbH,Grubenheizkraftwerk,Sachsen-Anhalt,1979,in Betrieb,Braunkohle,Ja,45.0
,BNA0896,Energieversorgung Schwerin GmbH & Co. Erzeugung KG,HKW Schwerin Süd,Mecklenburg-Vorpommern,1994,in Betrieb,Erdgas,Ja,44.9
,BNA1088,Heizkraftwerk Würzburg GmbH,Heizkraftwerke an der Friedensbrücke,Bayern,2005,in Betrieb,Erdgas,Ja,44.5
,BNA0111,Stadtwerke Bochum Holding GmbH,HKW Hiltrop,Nordrhein-Westfalen,2014,in Betrieb,Erdgas,Ja,44.0
03-01-01010157480,BNA0138,Braunschweiger Versorgungs-AG & Co. KG,HKW-Mitte,Niedersachsen,1984,in Betrieb,Steinkohle,Ja,43.3
,BNA0614a,BASF SE,KW Mitte,Rheinland-Pfalz,1992,Sonderfall,Erdgas,Ja,43.0
,BNA1523a,Moritz J. Weig GmbH & Co KG,Gemeinschaftskraftwerk Weig,Rheinland-Pfalz,1992,in Betrieb,Erdgas,Ja,42.0
,BNA0800,Heizkraftwerk Pforzheim GmbH,Heizkraftwerk Pforzheim GmbH,Baden-Württemberg,1980,in Betrieb,Erdgas,Ja,41.2
,BNA0101,Stadtwerke Bielefeld GmbH,HKW Schildescher Straße,Nordrhein-Westfalen,1966,Sonderfall,Erdgas,Ja,41.0
,BNA0213,Stadtwerke Duisburg AG,HKW III/A,Nordrhein-Westfalen,2002,in Betrieb,Erdgas,Ja,40.0
,BNA0361,KGW - Kraftwerk Grenzach-Wyhlen GmbH,Kraftwerk Grenzach-Wyhlen,Baden-Württemberg,2004,in Betrieb,Erdgas,Ja,40.0
06-05-800-0203946,BNA0490a,RWE Power AG,Goldenberg,Nordrhein-Westfalen,1993,Sonderfall,Braunkohle,Ja,40.0
,BNA1074,envia THERM GmbH,Spitzenlastkraftwerk Wolfen,Sachsen-Anhalt,1997,in Betrieb,Erdgas,Nein,40.0
,BNA1500,"Nordzucker AG, Werk Uelzen",Werk Uelzen,Niedersachsen,"vor 1945 /
letzte Änderung 1990",Sonderfall,Steinkohle,Ja,40.0
,BNA1464,ZF Friedrichshafen AG,Gas- u. Dampfturbinenanlage Südraum,Saarland,2012,in Betrieb,Erdgas,ja,38.6
,BNA1531,Industriekraftwerk Greifswald GmbH,Industriekraftwerk Greifswald,Mecklenburg-Vorpommern,2014,in Betrieb,Erdgas,Ja,37.7
,BNA0005,Vattenfall Europe Generation AG,Ahrensfelde,Brandenburg,1990,in Betrieb,Erdgas,Nein,37.5
,BNA0100,Stadtwerke Bielefeld GmbH,GuD Kraftwerk Hillegossen,Nordrhein-Westfalen,2005,in Betrieb,Erdgas,ja,37.5
,BNA0006,Vattenfall Europe Generation AG,Ahrensfelde,Brandenburg,1990,in Betrieb,Erdgas,Nein,37.5
,BNA0734,Vattenfall Europe Generation AG,Thyrow,Brandenburg,1989,Gesetzlich an Stilllegung gehindert,Erdgas,Nein,37.5
,BNA0008,Vattenfall Europe Generation AG,Ahrensfelde,Brandenburg,1990,in Betrieb,Erdgas,Nein,37.5
,BNA0007,Vattenfall Europe Generation AG,Ahrensfelde,Brandenburg,1990,in Betrieb,Erdgas,Nein,37.5
,BNA0735,Vattenfall Europe Generation AG,Thyrow,Brandenburg,1989,Endgültig Stillgelegt 2016 (mit StA),Erdgas,Nein,37.5
,BNA0736,Vattenfall Europe Generation AG,Thyrow,Brandenburg,1989,Endgültig Stillgelegt 2016 (mit StA),Erdgas,Nein,37.5
,BNA0737,Vattenfall Europe Generation AG,Thyrow,Brandenburg,1989,Endgültig Stillgelegt 2016 (mit StA),Erdgas,Nein,37.5
,BNA0515,Stadtwerke Karlsruhe GmbH,Heizkraftwerk West,Baden-Württemberg,1984,in Betrieb,Erdgas,Ja,37.0
,BNA0595,InfraLeuna GmbH,ILK-GuD,Sachsen-Anhalt,1994,in Betrieb,Erdgas,Ja,37.0
,BNA0738,Vattenfall Europe Generation AG,Thyrow,Brandenburg,1987,Gesetzlich an Stilllegung gehindert,Erdgas,Nein,36.5
,BNA0739,Vattenfall Europe Generation AG,Thyrow,Brandenburg,1987,Gesetzlich an Stilllegung gehindert,Erdgas,Nein,36.5
,BNA0741,Vattenfall Europe Generation AG,Thyrow,Brandenburg,1987,Gesetzlich an Stilllegung gehindert,Erdgas,Nein,36.5
,BNA0740,Vattenfall Europe Generation AG,Thyrow,Brandenburg,1987,Gesetzlich an Stilllegung gehindert,Erdgas,Nein,36.5
,BNA0755a,Kraftwerk Obernburg GmbH,Obernburg,Bayern,1920,in Betrieb,Erdgas,Ja,36.0
,BNA1556,Sachsenmilch Leppersdorf GmbH,,Sachsen,2014,in Betrieb,Erdgas,Ja,36.0
,BNA0129,Stadtwerke Brandenburg an der Havel GmbH,HKW,Brandenburg,1997,in Betrieb,Erdgas,Ja,36.0
,BNA0593,InfraLeuna GmbH,ILK-GuD,Sachsen-Anhalt,1994,in Betrieb,Erdgas,Ja,35.0
,BNA0544,RheinEnergie AG,HKW Südstadt,Nordrhein-Westfalen,1994,in Betrieb,Erdgas,Ja,35.0
01-50-01000004838,BNA0273,Stadtwerke Flensburg GmbH,Heizkraftwerk FL,Schleswig-Holstein,1982,Endgültig Stillgelegt 2016 (mit StA),Steinkohle,ja,35.0
,BNA0804a,K+S AG,Hattorf,Hessen,1962,in Betrieb,Erdgas,Ja,35.0
,BNA0594,InfraLeuna GmbH/TOTAL Raffinerie Mitteldeutschland GmbH,ILK-GuD,Sachsen-Anhalt,1994,in Betrieb,Erdgas,Ja,35.0
,BNA1396,Energieversorgungscenter Dresden-Wilschdorf GmbH & Co. KG,EVC / GLOBALFOUNDRIES,Sachsen,1998,in Betrieb,Erdgas,Ja,34.3
,BNA1271,K+S AG,Unterbreizbach,Thüringen,1965,in Betrieb,Erdgas,Ja,33.6
06-14600010611,BNA0523,Städtische Werke Energie + Wärme GmbH,FKK,Hessen,1988,in Betrieb,Braunkohle,Ja,33.5
01-50-01000004838,BNA0272,Stadtwerke Flensburg GmbH,Heizkraftwerk FL,Schleswig-Holstein,1985,in Betrieb,Steinkohle,ja,33.0
,BNA0256b,SWE Energie GmbH,HKW Erfurt-Ost,Thüringen,2014,in Betrieb,Erdgas,Ja,32.6
,BNA1002,Mitteldeutsche Braunkohlengesellschaft mbH,Wählitz,Sachsen-Anhalt,1994,in Betrieb,Braunkohle,Ja,31.0
,BNA0527,Stadtwerke Kiel AG,HKW Humboldtstr.,Schleswig-Holstein,1970,in Betrieb,Erdgas,Ja,31.0
,BNA1437,Aluminium Oxid Stade GmbH,KWK AOS GmbH,Niedersachsen,2012,in Betrieb,Erdgas,Ja,30.7
,BNA1498,"Nordzucker AG, Werk Nordstemmen",Werk Nordstemmen,Niedersachsen,"vor 1945 /
letzte Änderung 1953",Sonderfall,Erdgas,Ja,30.6
,BNA1810,Exxon Mobil Production Deutschland GmbH,,Niedersachsen,2014,in Betrieb,Erdgas,Ja,30.2
,BNA1516,Südzucker AG Mannheim/Ochsenfurt,HKW 1 Werk Offstein,Rheinland-Pfalz,1992,in Betrieb,Erdgas,Ja,30.0
,BNA1087,Heizkraftwerk Würzburg GmbH,Heizkraftwerke an der Friedensbrücke,Bayern,2009,in Betrieb,Erdgas,Ja,29.5
01-50-01000004838,BNA0271,Stadtwerke Flensburg GmbH,Heizkraftwerk FL,Schleswig-Holstein,1988,in Betrieb,Steinkohle,ja,29.0
,BNA1103,UPM GmbH,UPM Augsburg,Bayern,1966,Gesetzlich an Stilllegung gehindert,Erdgas,Ja,29.0
,BNA0033,Stadtwerke Augsburg Energie GmbH,Gasturbine,Bayern,2004,in Betrieb,Erdgas,Ja,28.8
,BNA1458,Buchmann GmbH,,Rheinland-Pfalz,1975,in Betrieb,Erdgas,Ja,28.0
,BNA0011,Papierfabrik Albbruck GmbH,Papierfabrik Albbruck,Baden-Württemberg,2009,Endgültig Stillgelegt 2012 (ohne StA),Steinkohle,Ja,28.0
,BNA1451,Sachtleben Chemie GmbH,HKW Sachtleben,Nordrhein-Westfalen,1962,in Betrieb,Braunkohle,Ja,27.5
,BNA1337a,DS Smith Paper Deutschland GmbH,Heizkraftwerk,Bayern,,Endgültig Stillgelegt 2012 (ohne StA),Erdgas,ja,27.0
,BNA1315,Universitätsklinikum Freiburg AdöR,HKW,Baden-Württemberg,2001,in Betrieb,Erdgas,Ja,27.0
,BNA0600a,Currenta GmbH & Co. OHG,X-Kraftwerk,Nordrhein-Westfalen,1981,in Betrieb,Erdgas,Ja,27.0
01-50-01000004838,BNA0270,Stadtwerke Flensburg GmbH,Heizkraftwerk FL,Schleswig-Holstein,1992,in Betrieb,Steinkohle,ja,27.0
06-08-3042693,BNA0801,Heizkraftwerk Pforzheim GmbH,Heizkraftwerk Pforzheim GmbH,Baden-Württemberg,1990,in Betrieb,Steinkohle,Ja,26.9
,BNA0856,Energie- und Medienversorgung Schwarza GmbH,HKW Schwarza,Thüringen,1936,in Betrieb,Erdgas,Ja,26.5
,BNA1492a,Papierfabrik Adolf Jass Schwarza GmbH,Kraftwerk 3,Hessen,1990,in Betrieb,Erdgas,Ja,26.2
,BNA0202,RWE Generation SE,Dortmund,Nordrhein-Westfalen,2004,in Betrieb,Erdgas,Ja,26.0
06-05-100-9021016,BNA0557a,Currenta GmbH & Co. OHG,Kraftwerk L 57,Nordrhein-Westfalen,1957,in Betrieb,Steinkohle,Ja,26.0
,BNA0556a,Cargill Deutschland GmbH,KWK-Anlage Krefeld DT,Nordrhein-Westfalen,2005,in Betrieb,Erdgas,Nein,25.8
,BNA0702,Bayernoil Raffineriegesellschaft mbH,Cogeneration,Bayern,1996,Sonderfall,Erdgas,Ja,25.4
,BNA0137,Braunschweiger Versorgungs-AG & Co. KG,HKW-Nord,Niedersachsen,1965,in Betrieb,Erdgas,Ja,25.0
,BNA1056,InfraServ GmbH & Co. Wiesbaden KG,Wi-Biebrich,Hessen,2003 / 2006,in Betrieb,Erdgas,Ja,25.0
,BNA1086,Heizkraftwerk Würzburg GmbH,Heizkraftwerke an der Friedensbrücke,Bayern,1993,in Betrieb,Erdgas,Ja,25.0
,BNA0926b,Sappi Stockstadt GmbH,Heizkraftwerk der Sappi Stockstadt GmbH,Bayern,1969,in Betrieb,Steinkohle,Ja,24.8
,BNA1164,Pfeifer & Langen Kommanditgesellschaft,P&L Werk Jülich,Nordrhein-Westfalen,2004,in Betrieb,Braunkohle,ja,24.6
,BNA0753,Energieversorgung Oberhausen AG,HKW 2,Nordrhein-Westfalen,1995,in Betrieb,Erdgas,Ja,24.5
,BNA1332,INEOS Solvents Germany GmbH,INEOS Kraftwerk,Nordrhein-Westfalen,1995,in Betrieb,Erdgas,Ja,24.0
,BNA1328,HBB Heizkraftwerk Bauernfeind Betreibergesellschaft mbh,HBB,Bayern,2001,in Betrieb,Erdgas,Ja,24.0
,BNA1506,"Nordzucker AG, Werk Klein Wanzleben",Werk Klein Wanzleben,Sachsen-Anhalt,1994,Sonderfall,Erdgas,Ja,23.4
